age,saving,net_worth,tenure,duration,freq,goal,inv_type,risk_score,roi,true_segment,kmeans_cluster,gmm_cluster,dbscan_cluster
26,33927.08025864085,1003015.4716702596,2,12,18,wealth,stocks,54.6,22.06,2,0,0,11
65,10734.731013632356,5111876.833266774,15,85,1,retirement,ppf,28.1,11.51,0,3,3,4
26,31835.09129341206,1451233.8513102387,2,9,21,vacation,crypto,60.5,28.25,2,0,0,6
39,21271.3852418106,1608898.2395831808,8,52,9,education,mutual,36.6,16.46,1,2,2,1
50,13590.422711824644,5621618.011492037,11,83,1,emergency,fd,21.4,10.34,0,3,3,-1
66,7722.333764438462,6615000.286359575,10,69,2,retirement,ppf,31.6,12.06,0,3,3,4
26,42287.58126370408,1129158.8835031104,2,16,23,wealth,stocks,65.9,24.19,2,0,0,11
36,17342.37954393775,2056186.790293943,7,59,10,education,etf,35.6,16.56,1,2,2,3
70,7551.403527421268,6766183.862339058,18,74,1,retirement,ppf,31.1,11.81,0,3,3,4
18,47546.74419328909,890949.9266903483,1,8,20,vacation,crypto,57.7,27.77,2,0,0,-1
71,13916.694908441188,6257814.044221979,14,77,1,retirement,fd,32.6,11.46,0,3,3,2
62,8217.615549169424,6160796.60566962,17,83,2,retirement,gold,28.3,12.23,0,3,3,2
33,31499.82122228812,833606.7675861974,2,12,20,wealth,stocks,61.6,23.16,2,0,0,11
61,40856.747807883,3471198.360993392,16,96,5,retirement,etf,39.1,15.91,3,1,1,10
68,7540.900811095166,6489211.056014017,11,75,1,retirement,fd,30.0,11.2,0,3,3,2
68,10614.8133956182,6339571.387719098,16,81,1,retirement,fd,30.0,11.2,0,3,3,2
52,39397.104368287895,2811797.3803209206,12,107,6,wealth,real_estate,35.2,15.72,3,1,1,13
34,26519.603174157757,2118480.177341935,7,55,9,education,mutual,34.8,16.28,1,2,2,1
34,26855.221647232403,2181309.61685327,6,48,8,education,mutual,33.6,15.96,1,2,2,1
49,35752.43538382361,2975878.7525699898,9,105,8,retirement,real_estate,37.2,16.32,3,1,1,7
65,9022.301156427451,5969117.900069935,18,76,2,retirement,fd,30.7,11.47,0,3,3,2
30,36534.26852682826,1181179.2786040998,0,15,20,wealth,crypto,60.8,28.08,2,0,0,5
59,42595.79978946141,3681137.638064881,11,98,6,retirement,real_estate,40.2,16.22,3,1,1,7
63,8192.596278539744,5555379.585885838,13,80,2,retirement,ppf,29.1,11.81,0,3,3,4
61,4255.475573436702,6090713.310056985,13,84,1,retirement,fd,25.0,10.7,0,3,3,2
65,7702.411929682688,7033953.169081776,17,72,1,retirement,fd,28.8,11.08,0,3,3,2
65,7084.897001070139,6223436.250401349,15,92,1,retirement,fd,26.7,10.87,0,3,3,2
18,32148.32635902853,1564540.5497920448,3,8,18,wealth,stocks,50.6,21.66,2,0,0,11
60,10981.949903276503,6378394.339993491,14,75,2,retirement,gold,28.7,12.27,0,3,3,2
40,23930.718638424765,1990067.8743493413,8,46,4,education,mutual,28.2,14.62,1,2,2,1
27,29940.42316618653,647890.3567738798,1,14,21,wealth,crypto,60.1,28.21,2,0,0,5
44,21445.144176321774,2185786.987889424,10,58,10,education,mutual,40.5,17.05,1,2,2,1
72,12442.067391050708,5897070.28455983,19,86,1,emergency,fd,31.9,11.39,0,3,3,2
43,24754.377468427483,1408530.5614758811,6,49,12,education,mutual,45.6,17.96,1,2,2,1
45,42794.57997650809,2482350.3010778986,15,103,5,retirement,etf,30.8,15.08,3,1,1,10
30,28083.877006773397,1701158.8985331734,7,46,11,education,etf,38.0,17.0,1,2,2,3
23,39321.42320509457,517149.3628324813,2,15,22,wealth,stocks,61.9,23.59,2,0,0,11
64,11158.582999202175,5431157.164787591,13,92,2,retirement,fd,29.0,11.3,0,3,3,2
35,22585.744558842587,2288089.606762164,4,43,10,education,mutual,37.7,16.77,1,2,2,1
75,12393.262973291305,6977078.716875143,14,88,2,retirement,fd,35.2,11.92,0,3,3,2
64,9581.556252510944,6659151.162426335,19,84,1,retirement,fd,27.5,10.95,0,3,3,2
71,7960.671322615769,5803235.072015136,10,78,1,retirement,fd,31.3,11.33,0,3,3,2
18,29923.11387858712,1089823.5814052462,3,13,21,wealth,stocks,55.7,22.77,2,0,0,11
42,25855.104226298085,2239438.036577757,8,56,8,education,etf,36.6,16.26,1,2,2,3
67,8610.573737821884,6709265.672574018,12,71,2,retirement,fd,32.1,11.61,0,3,3,2
43,37029.52926577489,2779492.043722583,8,104,4,wealth,real_estate,26.5,14.45,3,1,1,13
65,9759.237672092804,5695705.138380149,13,83,2,retirement,fd,30.2,11.42,0,3,3,2
48,36301.623062824845,3588559.5053506093,14,105,3,wealth,real_estate,26.8,14.28,3,1,1,13
64,9878.678372370758,5645279.498786227,12,82,1,emergency,fd,27.8,10.98,0,3,3,2
27,36265.74273370581,890838.7604610061,2,10,16,wealth,crypto,51.8,26.38,2,0,0,5
38,28555.48909431802,2123756.1769839283,6,52,8,education,mutual,35.5,16.15,1,2,2,1
65,12476.566142867272,6311034.995153025,14,75,1,retirement,fd,29.5,11.15,0,3,3,2
37,23162.34729293781,1882362.2766445463,8,46,13,wealth,mutual,44.5,18.05,1,2,2,0
65,10388.768603154673,5715083.535880621,15,82,1,retirement,fd,28.4,11.04,0,3,3,2
18,33637.507795087295,818138.7768864222,1,9,21,wealth,crypto,56.8,27.88,2,0,0,5
48,37971.67618080115,3351884.496996426,15,94,7,retirement,real_estate,36.2,16.02,3,1,1,7
57,39280.62430918112,2923709.266253598,10,98,5,wealth,real_estate,36.6,15.66,3,1,1,13
38,23344.974585859967,2430250.717607064,8,57,6,education,mutual,30.0,15.2,1,2,2,1
23,29019.441366064464,919327.6971354972,0,14,24,wealth,crypto,63.9,29.19,2,0,0,5
42,40834.767058330086,4092241.5465651294,11,102,5,retirement,real_estate,29.0,14.9,3,1,1,7
74,11393.908809021472,6420991.847726064,15,79,2,retirement,fd,35.4,11.94,0,3,3,2
54,12112.113618132104,6450199.294197531,11,76,3,retirement,fd,27.8,11.38,0,3,3,2
38,14873.2626994672,2191472.472260375,8,46,6,education,stocks,29.4,17.14,1,2,2,-1
47,41683.628845830106,3900095.620808384,12,99,4,retirement,etf,29.9,14.79,3,1,1,10
26,34739.29293231099,1194654.262187395,0,12,22,wealth,crypto,62.7,28.67,2,0,0,5
42,25684.561866882865,1804213.201863204,9,47,12,education,mutual,45.4,17.94,1,2,2,1
36,25368.18672311645,2096430.4315213184,7,54,11,wealth,mutual,39.7,17.17,1,2,2,0
71,11473.687794184869,6916278.521739601,13,76,1,retirement,ppf,32.2,11.92,0,3,3,4
25,36128.87101988257,1017412.090619272,1,13,15,wealth,stocks,48.4,20.84,2,0,0,11
51,40252.69425069449,3410007.517188353,12,109,4,retirement,mutual,30.7,14.87,3,1,1,8
75,8053.862118236889,5996739.342385271,14,72,2,retirement,fd,35.9,11.99,0,3,3,2
68,7499.184532060564,6847861.438905433,13,75,3,retirement,fd,34.0,12.0,0,3,3,2
31,26590.77843462024,1008422.8543348511,1,13,21,wealth,stocks,61.5,23.35,2,0,0,11
28,42897.49262035718,742452.5199263619,0,16,18,wealth,crypto,57.0,27.3,2,0,0,5
37,29811.10556640079,2256911.3026684127,7,43,13,education,stocks,46.2,20.22,1,2,2,12
28,31280.293560523354,1094354.123140809,2,16,19,wealth,crypto,56.7,27.47,2,0,0,5
52,42764.6692392534,2544720.5995172104,15,93,6,retirement,real_estate,37.3,15.93,3,1,1,7
36,27531.854201556795,1863478.1941359765,10,53,11,education,mutual,40.2,17.22,1,2,2,1
31,38149.50055289597,1004795.1300166596,1,18,19,wealth,crypto,59.3,27.73,2,0,0,5
18,30491.469665272627,828217.517318468,0,10,15,wealth,crypto,44.1,25.41,2,0,0,5
30,37340.67497683675,1399793.6556087802,3,19,21,wealth,stocks,62.6,23.46,2,0,0,11
50,36213.25422146296,5661449.014526317,12,105,4,retirement,real_estate,29.7,14.77,3,1,1,7
41,32570.119994198674,1728311.22511276,9,62,8,education,mutual,36.8,16.28,1,2,2,1
36,25652.420449042675,1338195.8420349015,9,46,11,education,etf,40.5,17.25,1,2,2,3
42,26132.66419851373,2591405.551429417,7,52,8,education,mutual,37.0,16.3,1,2,2,1
39,39171.15843823736,3913597.512102402,12,102,9,retirement,mutual,35.1,16.31,3,1,1,8
43,44684.45276779914,3715134.7090209145,13,101,7,wealth,etf,34.3,15.83,3,1,1,14
60,38796.33928634492,4167132.850968308,10,89,5,retirement,real_estate,38.9,15.89,3,1,1,7
53,40103.21918109485,2658809.4390302645,12,103,6,retirement,real_estate,36.2,15.82,3,1,1,7
28,35138.645728228745,625210.922279456,0,7,17,wealth,crypto,54.3,26.83,2,0,0,5
37,20816.41468640357,2770538.1622884534,7,47,11,education,mutual,40.0,17.2,1,2,2,1
46,24593.19628029735,1746876.9603111271,8,42,9,education,etf,41.7,16.97,1,2,2,3
23,31588.447824453,1364079.2686906746,1,15,14,wealth,crypto,44.3,25.23,2,0,0,5
57,36085.47223677976,3599491.365598373,7,96,6,retirement,real_estate,38.1,16.01,3,1,1,7
36,27303.81299054961,1775858.7375760628,10,47,8,education,mutual,34.8,16.08,1,2,2,1
31,25400.69624660793,2065302.250516866,8,44,8,education,etf,32.2,15.82,1,2,2,3
56,6461.848190221764,5855980.563038962,16,80,1,retirement,fd,23.3,10.53,0,3,3,2
18,36798.100352640846,1127794.936535511,2,14,19,vacation,crypto,53.0,27.1,2,0,0,6
33,28208.34216437257,2026437.6985195903,6,55,9,education,mutual,34.6,16.26,1,2,2,1
27,40083.24891862765,882388.0393908632,2,12,17,wealth,crypto,54.3,26.83,2,0,0,5
61,11569.208575796049,5402353.118200378,18,81,1,retirement,fd,26.7,10.87,0,3,3,2
22,35298.136000888975,667840.0606423005,3,13,20,wealth,crypto,56.8,27.68,2,0,0,5
29,31202.88197317706,627240.3655831882,3,10,18,vacation,crypto,55.7,27.17,2,0,0,6
72,10973.003287652404,5974897.691479128,15,72,2,retirement,fd,35.0,11.9,0,3,3,2
35,19561.81610478057,2847092.001203426,7,45,12,education,mutual,40.9,17.49,1,2,2,1
37,25163.83534873021,1988604.3501958428,7,46,8,education,stocks,34.9,18.09,1,2,2,12
46,42258.356871127406,3774699.829353349,16,110,5,wealth,mutual,30.5,15.05,3,1,1,16
54,46266.08207619746,3052260.417379993,12,95,7,retirement,real_estate,40.8,16.48,3,1,1,7
41,41805.18660547485,3081659.2898895843,13,96,5,retirement,real_estate,29.3,14.93,3,1,1,7
52,43848.54205823692,3675656.012548906,11,103,7,retirement,real_estate,38.5,16.25,3,1,1,7
23,30022.55006340085,737713.9128398846,1,13,12,wealth,crypto,40.2,24.42,2,0,0,5
42,31053.327439525197,3274629.964724422,7,47,13,education,mutual,48.5,18.45,1,2,2,1
27,31906.895659555208,939400.0008824148,0,19,19,wealth,crypto,56.0,27.4,2,0,0,5
41,27102.9169681119,1810446.8520857124,6,54,10,education,mutual,40.5,17.05,1,2,2,1
72,8145.293731618852,5524040.769988882,15,82,1,retirement,fd,31.4,11.34,0,3,3,2
29,31822.87261145986,512070.7723250269,1,17,19,wealth,crypto,57.2,27.52,2,0,0,5
47,38979.67981202749,4286942.832096766,10,99,6,retirement,mutual,33.4,15.54,3,1,1,8
42,38860.834084432274,4274115.529962392,14,97,6,retirement,mutual,31.1,15.31,3,1,1,8
70,12035.322933687004,6596367.582708207,12,87,3,retirement,fd,34.7,12.07,0,3,3,2
20,40941.60209428169,866590.1560765161,3,8,21,wealth,stocks,59.4,23.14,2,0,0,11
36,24193.96636742513,1712211.046264825,5,44,11,education,mutual,40.4,17.24,1,2,2,1
42,38444.495011460014,3501502.436819792,10,101,6,retirement,mutual,30.6,15.26,3,1,1,8
35,24550.36589943349,2726717.294664949,9,47,12,education,mutual,41.7,17.57,1,2,2,1
24,30922.29306489763,1098990.977497056,3,14,22,wealth,crypto,60.8,28.48,2,0,0,5
67,7818.067139569604,6524353.563208282,13,81,1,retirement,fd,29.0,11.1,0,3,3,2
38,22589.91870170292,1925540.7124137403,6,45,8,education,stocks,35.0,18.1,1,2,2,12
26,30977.077798608072,805993.9440809826,2,12,19,wealth,crypto,56.0,27.4,2,0,0,5
36,28277.61350082491,2754315.406594211,6,53,12,education,mutual,42.4,17.64,1,2,2,1
66,14727.74498923872,6851586.304959019,14,79,1,retirement,ppf,30.0,11.7,0,3,3,4
44,26401.272831980725,2036968.4589356943,6,43,10,education,stocks,43.0,19.3,1,2,2,12
25,31425.018871529388,1062012.6748032568,2,13,21,wealth,crypto,59.5,28.15,2,0,0,5
75,9617.944474799662,6065532.593107925,14,78,2,retirement,fd,35.6,11.96,0,3,3,2
34,28852.240829626862,2309974.4428433897,7,47,15,education,mutual,48.1,18.81,1,2,2,1
70,10170.636285130047,6439708.520568701,14,91,1,retirement,ppf,29.9,11.69,0,3,3,4
35,23132.15830012204,1906769.1231796716,6,49,11,education,mutual,39.2,17.12,1,2,2,1
64,10245.340631989591,5641040.554626199,14,71,1,retirement,ppf,28.9,11.59,0,3,3,4
58,7754.910387511172,6186674.279855699,16,73,1,retirement,gold,25.3,11.73,0,3,3,2
25,33050.64029584334,882732.5739368788,2,10,20,wealth,crypto,58.1,27.81,2,0,0,5
18,35002.28666258311,636185.4772603448,2,10,16,wealth,crypto,47.0,25.9,2,0,0,5
36,23386.168101000578,2218559.5806669085,4,45,10,education,mutual,38.2,16.82,1,2,2,1
26,34508.455832092346,756101.602177019,2,15,18,wealth,crypto,54.4,27.04,2,0,0,5
54,39544.79401615765,4655045.497917853,12,95,7,retirement,real_estate,39.4,16.34,3,1,1,7
54,38081.29128797839,3787536.531001973,15,102,6,retirement,real_estate,36.4,15.84,3,1,1,7
20,38322.62276518163,1113008.4546029158,2,13,21,wealth,stocks,58.4,23.04,2,0,0,11
41,25948.2634663268,1788002.82731861,10,54,13,education,etf,46.3,18.23,1,2,2,3
24,29551.341712315112,1165898.2473014104,4,12,18,wealth,crypto,52.7,26.87,2,0,0,5
65,7968.356362043206,6781444.384254099,18,81,1,retirement,gold,28.0,12.0,0,3,3,2
20,37190.82477265257,1155709.8223274553,1,14,24,wealth,crypto,64.0,29.2,2,0,0,5
27,38039.08343650338,1495370.1915120576,2,17,19,wealth,crypto,57.4,27.54,2,0,0,5
34,24281.634718703248,2528752.3968639206,7,47,9,education,mutual,35.2,16.32,1,2,2,1
22,29710.914085635293,1004626.8912666952,2,11,19,wealth,crypto,53.8,27.18,2,0,0,5
34,26048.09066044714,2375681.1406648187,8,49,10,wealth,mutual,37.3,16.73,1,2,2,0
75,8928.397073895405,5507098.095666086,15,84,2,retirement,ppf,34.9,12.39,0,3,3,4
42,22157.407777083663,1824590.1977580076,7,42,7,education,etf,35.2,15.92,1,2,2,3
30,38455.89711364744,1143682.0566797892,0,11,20,wealth,crypto,61.6,28.16,2,0,0,5
22,46734.42282468509,979781.7240418624,3,12,22,vacation,crypto,63.1,28.71,2,0,0,6
31,34165.53105344851,1302259.420746562,1,14,18,wealth,crypto,56.9,27.29,2,0,0,5
39,26947.44316321126,2116549.782495433,9,46,9,education,stocks,38.3,18.63,1,2,2,12
68,13877.85799811657,5426154.305092166,14,78,1,retirement,fd,31.0,11.3,0,3,3,2
40,25131.72490563147,2537773.563233202,10,41,7,education,mutual,34.9,15.89,1,2,2,1
60,11269.44293712354,6233335.49098304,13,88,1,retirement,fd,25.5,10.75,0,3,3,2
40,24689.236316058807,2876655.3020219947,8,50,9,education,mutual,37.9,16.59,1,2,2,1
50,40030.704713158506,4165222.398241228,13,90,8,retirement,mutual,40.0,16.6,3,1,1,8
22,30390.222127564528,913445.0574413304,0,8,21,vacation,stocks,58.3,23.03,2,0,0,15
56,10338.721648072156,5937272.86999855,15,80,1,retirement,ppf,24.1,11.11,0,3,3,4
32,37422.05168094336,1063591.280694995,1,9,20,wealth,crypto,62.6,28.26,2,0,0,5
59,8676.035644406782,5429495.74512363,14,84,2,emergency,gold,26.8,12.08,0,3,3,2
61,12416.732461186286,5424492.958190247,14,72,2,retirement,fd,29.8,11.38,0,3,3,2
50,40511.19546904262,1701755.9364538984,13,95,4,retirement,real_estate,31.6,14.96,3,1,1,7
67,9416.377462168912,5734392.852696201,17,79,2,retirement,fd,31.5,11.55,0,3,3,2
52,43151.50146340898,3594910.100508324,9,103,7,retirement,mutual,38.3,16.23,3,1,1,8
39,24539.49791329065,2221657.1706050998,9,51,12,education,mutual,43.3,17.73,1,2,2,1
40,24875.019929856,2215193.4688603766,9,45,8,education,mutual,36.5,16.25,1,2,2,1
49,38403.47217486992,3334192.6129627205,15,104,6,retirement,real_estate,33.8,15.58,3,1,1,7
27,36897.56426062423,867332.3421975541,2,15,23,wealth,stocks,65.4,24.14,2,0,0,11
37,20437.83541109764,2563773.769620364,7,48,11,education,etf,39.8,17.18,1,2,2,3
47,44346.67635729154,3703222.3159642224,12,99,5,retirement,mutual,32.5,15.25,3,1,1,8
53,40642.23779445925,4802562.423750869,11,96,6,wealth,real_estate,37.0,15.9,3,1,1,13
46,43759.047758711,2578917.548945365,12,104,6,retirement,real_estate,33.4,15.54,3,1,1,7
23,36099.60845232889,1036298.63030905,1,15,21,wealth,crypto,59.2,28.12,2,0,0,5
64,9791.101562925058,6758197.027626786,11,77,1,retirement,fd,28.3,11.03,0,3,3,2
72,10081.838350791442,5103053.751066055,17,78,2,retirement,gold,34.2,12.82,0,3,3,2
37,24941.40883159869,2037383.396706541,9,47,10,wealth,etf,38.8,16.88,1,2,2,9
48,42822.90352309615,3200937.211296036,16,109,4,wealth,mutual,29.7,14.77,3,1,1,16
50,35640.408961622736,3929156.920220243,13,91,5,wealth,mutual,33.0,15.3,3,1,1,16
41,27444.05331188221,1182267.8095195703,8,47,12,education,mutual,45.3,17.93,1,2,2,1
46,38482.48114098326,3645484.415380644,14,97,7,retirement,real_estate,35.0,15.9,3,1,1,7
62,9725.102970744616,6243018.144708819,13,74,2,retirement,fd,29.5,11.35,0,3,3,2
44,19523.154464306062,2008236.070893872,9,45,9,education,mutual,39.4,16.74,1,2,2,1
20,37029.19994251901,1062588.1841456944,2,14,20,wealth,crypto,56.0,27.6,2,0,0,5
36,29528.571978096563,1954449.356905704,5,45,10,education,mutual,39.4,16.94,1,2,2,1
68,8428.027934730035,5180985.471281991,12,79,1,retirement,fd,29.8,11.18,0,3,3,2
67,12225.37674997985,6197909.890547962,12,75,1,retirement,fd,30.4,11.24,0,3,3,2
37,21766.76819520897,1148540.350192592,11,61,9,education,mutual,34.8,16.28,1,2,2,1
22,35279.43918792705,842301.9048268439,1,10,17,wealth,crypto,51.1,26.51,2,0,0,5
34,26405.57080845651,2741994.9429922625,8,47,10,education,mutual,37.6,16.76,1,2,2,1
51,43296.38410316145,3618935.115975177,15,101,5,retirement,real_estate,34.1,15.41,3,1,1,7
68,10648.718563443206,6477650.279118877,13,78,1,retirement,gold,30.3,12.23,0,3,3,2
51,27020.28643826108,1727459.357425916,8,42,11,education,stocks,48.7,20.07,1,2,2,12
22,33377.86923295017,829723.4935045752,2,9,20,wealth,stocks,56.8,22.68,2,0,0,11
19,32876.65437714127,987633.7769895648,2,9,15,wealth,stocks,45.2,20.52,2,0,0,11
35,29727.161351121293,2219010.612174248,8,49,8,wealth,mutual,34.5,16.05,1,2,2,0
20,36293.57542026275,600943.1453339489,2,4,24,wealth,crypto,64.9,29.29,2,0,0,5
28,31385.005128357378,938080.2827678374,1,14,22,wealth,crypto,62.9,28.69,2,0,0,5
25,38825.98590336615,1017449.169691679,2,9,22,wealth,crypto,63.4,28.74,2,0,0,5
19,29872.86321954156,595500.5484158385,0,10,20,wealth,crypto,54.5,27.45,2,0,0,5
20,34401.29850394696,1124004.633565076,2,15,18,wealth,crypto,51.4,26.74,2,0,0,5
75,11367.138646400956,7024906.047892964,16,74,1,retirement,fd,34.4,11.64,0,3,3,2
41,21167.886599348145,1281948.3213520525,9,37,10,education,stocks,41.0,19.1,1,2,2,12
34,25552.65168859028,1545761.0937897903,8,50,10,education,mutual,37.1,16.71,1,2,2,1
39,37671.15446351337,3995069.8158576,15,85,7,retirement,etf,32.5,15.65,3,1,1,10
24,32007.36825080564,1364888.1655291847,2,13,14,wealth,crypto,45.1,25.31,2,0,0,5
74,7156.3786665163125,5454033.049802343,17,80,1,retirement,fd,32.4,11.44,0,3,3,2
22,42761.01717392765,1061623.809165598,2,14,18,wealth,crypto,54.2,27.02,2,0,0,5
43,24515.068616564167,2092616.4275255224,7,63,8,education,etf,36.1,16.21,1,2,2,3
65,6675.016023928652,6125736.804470256,19,67,2,retirement,fd,31.1,11.51,0,3,3,2
57,9780.78039214834,5698589.672108019,13,86,2,retirement,fd,25.9,10.99,0,3,3,2
37,25539.086143318626,2193085.104222455,7,50,10,education,stocks,38.6,18.86,1,2,2,12
66,43923.13398748205,2872313.599545396,9,99,6,retirement,real_estate,43.9,16.59,3,1,1,7
62,8883.396492107939,6112169.828389041,16,84,2,retirement,fd,28.4,11.24,0,3,3,2
50,44049.52344235464,4425280.072453657,11,99,6,retirement,mutual,35.9,15.79,3,1,1,8
46,38359.18136176216,3395138.696419536,13,98,4,retirement,real_estate,28.9,14.69,3,1,1,7
57,38157.30312058415,3199164.772414053,8,102,4,wealth,real_estate,33.9,15.19,3,1,1,13
55,43366.85531888656,2864103.3859618185,11,96,7,retirement,etf,40.6,16.46,3,1,1,10
64,10401.138394461886,5148064.20658664,16,77,1,retirement,fd,28.4,11.04,0,3,3,2
38,30184.988141699,2151290.5141726043,6,37,9,education,stocks,39.3,18.73,1,2,2,12
46,25623.55971441294,1988196.960552372,7,48,7,wealth,mutual,37.3,16.13,1,2,2,0
46,31093.47613921969,2067072.533379696,5,52,7,education,mutual,38.0,16.2,1,2,2,1
74,9383.931431628518,6245603.832705998,12,75,1,retirement,gold,33.4,12.54,0,3,3,2
46,21310.350654140377,2009791.8679407644,8,48,11,education,mutual,44.5,17.65,1,2,2,1
28,34173.96776520047,875495.859461029,1,11,26,wealth,stocks,71.7,25.37,2,0,0,11
50,35840.47543129264,4152910.1413602782,7,101,6,wealth,real_estate,34.1,15.61,3,1,1,13
21,38322.020754533965,840488.2138013919,0,13,22,wealth,crypto,60.9,28.49,2,0,0,5
34,27723.55715472961,2193139.4982992434,8,45,15,wealth,etf,48.0,18.8,1,0,2,9
55,39458.56631419417,3799916.966283721,8,94,6,retirement,real_estate,38.0,16.0,3,1,1,7
58,40299.494092646746,3184019.9349755035,9,98,3,retirement,mutual,33.3,14.93,3,1,1,8
75,10426.587414745878,6074044.709899138,15,74,2,retirement,fd,36.2,12.02,0,3,3,2
65,10246.40961356897,5774420.570795501,12,73,2,retirement,fd,31.2,11.52,0,3,3,2
24,32399.067655082858,1193949.389678798,2,7,22,vacation,crypto,61.8,28.58,2,0,0,6
64,11416.21735337718,6277756.323171124,12,83,2,retirement,gold,30.0,12.4,0,3,3,2
27,26157.201890437776,813357.7136283596,1,11,18,wealth,crypto,53.6,26.96,2,0,0,5
75,11659.464835758348,4956761.170814457,12,75,2,emergency,ppf,36.3,12.53,0,3,3,18
67,10702.896415083163,5913599.131301768,16,71,1,retirement,fd,30.5,11.25,0,3,3,2
43,30331.88430409136,1946643.871155351,7,45,13,wealth,mutual,49.1,18.51,1,2,2,0
18,32558.166937088896,342405.1405779406,1,8,18,wealth,stocks,50.7,21.67,2,0,0,11
20,32556.647990887257,1265191.5528035578,2,9,24,wealth,crypto,63.6,29.16,2,0,0,5
37,21087.99046649009,2176302.7017755057,9,49,10,wealth,etf,37.8,16.78,1,2,2,9
68,11010.940318333254,6438227.822751468,13,90,1,retirement,fd,29.2,11.12,0,3,3,2
21,39192.334658287546,584086.2783352649,1,14,14,vacation,crypto,44.9,25.29,2,0,0,-1
21,29375.4302320684,997912.0351262926,2,11,16,wealth,stocks,47.3,20.93,2,0,0,11
68,9125.08339935318,5757347.082316066,12,84,2,retirement,ppf,31.4,12.04,0,3,3,4
67,11276.783851216764,4935632.952792594,15,77,1,retirement,ppf,30.1,11.71,0,3,3,4
35,25233.657180942024,2229462.785310686,8,50,7,education,mutual,31.5,15.55,1,2,2,1
47,36920.277891232254,3937952.7181429463,14,99,9,retirement,real_estate,39.0,16.7,3,1,1,7
65,7986.914869440718,5774993.571002093,13,78,1,retirement,gold,28.3,12.03,0,3,3,2
